date,value
1900-07-01T00:00:00,24.5
1901-07-01T00:00:00,30.4
1902-07-01T00:00:00,25.0
1903-07-01T00:00:00,25.1
1904-07-01T00:00:00,24.2
1905-07-01T00:00:00,24.1
1906-07-01T00:00:00,23.7
1907-07-01T00:00:00,26.0
1908-07-01T00:00:00,24.75
1909-07-01T00:00:00,25.85
1910-07-01T00:00:00,26.9
1911-07-01T00:00:00,25.9
1912-07-01T00:00:00,26.950000000000003
1913-07-01T00:00:00,27.6
1914-07-01T00:00:00,27.0
1915-07-01T00:00:00,23.799999999999997
1916-07-01T00:00:00,27.9
1917-07-01T00:00:00,27.1
1918-07-01T00:00:00,26.1
1919-07-01T00:00:00,27.0
1920-07-01T00:00:00,25.4
1921-07-01T00:00:00,27.1
1922-07-01T00:00:00,25.3
1923-07-01T00:00:00,26.8
1924-07-01T00:00:00,23.8
1925-07-01T00:00:00,26.9
1926-07-01T00:00:00,25.6
1927-07-01T00:00:00,24.9
1928-07-01T00:00:00,26.1
1929-07-01T00:00:00,25.9
1930-07-01T00:00:00,27.7
1931-07-01T00:00:00,27.3
1932-07-01T00:00:00,27.5
1933-07-01T00:00:00,27.7
1934-07-01T00:00:00,29.9
1935-07-01T00:00:00,28.9
1936-07-01T00:00:00,30.3
1937-07-01T00:00:00,26.5
1938-07-01T00:00:00,27.2
1939-07-01T00:00:00,28.9
1940-07-01T00:00:00,26.6
1941-07-01T00:00:00,27.5
1942-07-01T00:00:00,26.4
1943-07-01T00:00:00,27.4
1944-07-01T00:00:00,25.8
1945-07-01T00:00:00,24.8
1946-07-01T00:00:00,28.3
1947-07-01T00:00:00,25.1
1948-07-01T00:00:00,25.8
1949-07-01T00:00:00,26.8
1950-07-01T00:00:00,22.9
1951-07-01T00:00:00,25.3
1952-07-01T00:00:00,27.7
1953-07-01T00:00:00,26.3
1954-07-01T00:00:00,32.0
1955-07-01T00:00:00,28.9
1956-07-01T00:00:00,27.5
1957-07-01T00:00:00,28.9
1958-07-01T00:00:00,25.7
1959-07-01T00:00:00,24.1
1960-07-01T00:00:00,25.1
1961-07-01T00:00:00,25.5
1962-07-01T00:00:00,25.6
1963-07-01T00:00:00,27.8
1964-07-01T00:00:00,28.1
1965-07-01T00:00:00,26.7
1966-07-01T00:00:00,28.9
1967-07-01T00:00:00,24.6
1968-07-01T00:00:00,25.8
1969-07-01T00:00:00,27.4
1970-07-01T00:00:00,26.6
1971-07-01T00:00:00,24.7
1972-07-01T00:00:00,24.9
1973-07-01T00:00:00,26.3
1974-07-01T00:00:00,29.1
1975-07-01T00:00:00,26.9
1976-07-01T00:00:00,26.1
1977-07-01T00:00:00,27.4
1978-07-01T00:00:00,29.1
1979-07-01T00:00:00,25.8
1980-07-01T00:00:00,31.6
1981-07-01T00:00:00,27.8
1982-07-01T00:00:00,27.6
1983-07-01T00:00:00,27.9
1984-07-01T00:00:00,26.6
1985-07-01T00:00:00,27.1
1986-07-01T00:00:00,28.4
1987-07-01T00:00:00,26.5
1988-07-01T00:00:00,26.2
1989-07-01T00:00:00,25.6
1990-07-01T00:00:00,26.2
1991-07-01T00:00:00,27.7
1992-07-01T00:00:00,25.4
1993-07-01T00:00:00,26.5
1994-07-01T00:00:00,26.25
1995-07-01T00:00:00,26.4
1996-07-01T00:00:00,25.6
1997-07-01T00:00:00,25.3
1998-07-01T00:00:00,26.45
1999-07-01T00:00:00,27.4
2000-07-01T00:00:00,26.0
2001-07-01T00:00:00,28.1
2002-07-01T00:00:00,26.65
2003-07-01T00:00:00,27.0
2004-07-01T00:00:00,23.5
2005-07-01T00:00:00,25.799999999999997
2006-07-01T00:00:00,26.65
2007-07-01T00:00:00,25.4
2008-07-01T00:00:00,25.6
2009-07-01T00:00:00,23.85
2010-07-01T00:00:00,26.4
2011-07-01T00:00:00,30.1
2012-07-01T00:00:00,29.700000000000003
2013-07-01T00:00:00,25.200000000000003
2014-07-01T00:00:00,23.35
2015-07-01T00:00:00,26.0
2016-07-01T00:00:00,26.15
2017-07-01T00:00:00,26.75
